"Date.Processed","Analyst","X.Sample.ID","X.Sample.Tag","Date.Sampled","X.Type","X.434.nm","X.578.nm","X.730.nm","Dye","Salinity","Temperature","Real.Time.Temperature","a1a2","a1a2.2","slope","yintercept","a1a2corrected","pH_actual","pH_corrected"
"8/10/22","Shea"," Blank"," No Dye",NA," Blank",0.0638,0.0578,0.0598,0,0,25,25,NA,NA,NA,NA,NA,NA,NA
"8/10/22","Shea"," GC - 1 R1 - D"," No Dye","6/8/22"," Measurement 1",0.1082,0.061,0.1319,0,28.5,25,23,2.29398954703833,2.19030482641829,-0.00129605900775047,2.39767426765836,2.10241345729095,8.09601365931637,8.05228114807049
"8/10/22","Shea"," GC - 1 R1 - D"," mCP Added","6/8/22"," Measurement 2",0.566,1.113,0.1305,80,28.5,25,23,NA,NA,NA,NA,NA,NA,NA
"8/10/22","Shea"," GC - 1 R1 - D"," mCP 2 Added","6/8/22"," Measurement 3",1.0393,2.1486,0.1314,160,28.5,25,23,NA,NA,NA,NA,NA,NA,NA
"8/10/22","Shea"," GC - 1 R2 - E"," No Dye","6/8/22"," Measurement 1",0.1354,0.0825,0.1497,0,28.5,25,23,2.28934885726606,2.1703449753589,-0.00148754852383948,2.40835273917322,2.09695307953326,8.09499160616435,8.0509855178297
"8/10/22","Shea"," GC - 1 R2 - E"," mCP Added","6/8/22"," Measurement 2",0.5973,1.1424,0.1478,80,28.5,25,23,NA,NA,NA,NA,NA,NA,NA
"8/10/22","Shea"," GC - 1 R2 - E"," mCP 2 Added","6/8/22"," Measurement 3",1.0647,2.156,0.1485,160,28.5,25,23,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 2 R1 - C"," No Dye","6/8/22"," Measurement 1",0.1024,0.0545,0.1242,0,28.54738,25,22.84254,1.19851756364808,1.18062041360907,-0.000223714375487618,1.21641471368709,1.10122583660178,7.78092383201394,7.74121501586852
"8/11/22","Shea"," GC - 2 R1 - C"," mCP Added","6/8/22"," Measurement 2",0.7223,0.7976,0.1235,80,28.54738,25,22.84254,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 2 R1 - C"," mCP 2 Added","6/8/22"," Measurement 3",1.3228,1.5064,0.1244,160,28.54738,25,22.84254,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 2 R2 - D"," No Dye","6/8/22"," Measurement 1",0.1291,0.0737,0.1391,0,28.54738,25,22.84254,1.20303890465854,1.17470748517391,-0.000354142743557926,1.23137032414317,1.10456336252695,7.78269530323165,7.7426305101817
"8/11/22","Shea"," GC - 2 R2 - D"," mCP Added","6/8/22"," Measurement 2",0.7284,0.7946,0.1395,80,28.54738,25,22.84254,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 2 R2 - D"," mCP 2 Added","6/8/22"," Measurement 3",1.355,1.5302,0.1422,160,28.54738,25,22.84254,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 3 R1 - E"," No Dye","6/8/22"," Measurement 1",0.1068,0.0537,0.1221,0,28.64348,25,23.17684,0.92404297170525,0.915128006206362,-0.000111437068736109,0.932957937204139,0.849414574540132,7.65939481379759,7.62048443190785
"8/11/22","Shea"," GC - 3 R1 - E"," mCP Added","6/8/22"," Measurement 2",0.768,0.6647,0.1224,80,28.64348,25,23.17684,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 3 R1 - E"," mCP 2 Added","6/8/22"," Measurement 3",1.4132,1.2552,0.1231,160,28.64348,25,23.17684,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 3 R2 - G"," No Dye","6/8/22"," Measurement 1",0.2269,0.15,0.202,0,28.64348,25,23.17684,0.93331246086412,0.918969264203664,-0.000179289958255703,0.947655657524576,0.857513394946326,7.66401755419591,7.62486131556275
"8/11/22","Shea"," GC - 3 R2 - G"," mCP Added","6/8/22"," Measurement 2",0.8606,0.7411,0.1969,80,28.64348,25,23.17684,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 3 R2 - G"," mCP 2 Added","6/8/22"," Measurement 3",1.504,1.3323,0.1961,160,28.64348,25,23.17684,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 4 R1 - 1"," No Dye","6/8/22"," Measurement 1",0.1135,0.0563,0.1241,0,28.6248,25,23.74736,0.880909090909091,0.870909636745722,-0.000124993177042108,0.890908545072459,0.809645215913371,7.63732666088845,7.59843521134267
"8/11/22","Shea"," GC - 4 R1 - 1"," mCP Added","6/8/22"," Measurement 2",0.7729,0.6371,0.1235,80,28.6248,25,23.74736,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 4 R1 - 1"," mCP 2 Added","6/8/22"," Measurement 3",1.4394,1.2176,0.1238,160,28.6248,25,23.74736,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 4 R2 - 2"," No Dye","6/8/22"," Measurement 1",0.1283,0.0672,0.1321,0,28.6248,25,23.74736,0.886408504176158,0.877912254160363,-0.000106203125197431,0.894904754191952,0.814823654989069,7.64020184655291,7.6013694489144
"8/11/22","Shea"," GC - 4 R2 - 2"," mCP Added","6/8/22"," Measurement 2",0.7891,0.6532,0.1344,80,28.6248,25,23.74736,NA,NA,NA,NA,NA,NA,NA
"8/11/22","Shea"," GC - 4 R2 - 2"," mCP 2 Added","6/8/22"," Measurement 3",1.4524,1.2358,0.1367,160,28.6248,25,23.74736,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 5 - R1 - C"," No Dye","6/8/22"," Measurement 1",0.103,0.0521,0.1222,0,22.6,25,27.8,1.14642918307929,1.13569620253165,-0.000134162256845608,1.15716216362694,1.05386851459126,7.77260377190451,7.73323378382974
"8/11/22","MJ Jain"," GC - 5 - R1 - C"," mCP Added","6/8/22"," Measurement 2",0.6876,0.7222,0.1229,80,22.6,25,27.8,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 5 - R1 - C"," mCP 2 Added","6/8/22"," Measurement 3",1.2802,1.3952,0.123,160,22.6,25,27.8,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 5 - R2 - D"," No Dye","6/8/22"," Measurement 1",0.1146,0.0598,0.1277,0,22.6,25,27.8,1.15120900960583,1.13091327201051,-0.000253696719941463,1.17150474720115,1.05751199446571,7.77455518817587,7.7348437139133
"8/11/22","MJ Jain"," GC - 5 - R2 - D"," mCP Added","6/8/22"," Measurement 2",0.7206,0.7571,0.1299,80,22.6,25,27.8,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 5 - R2 - D"," mCP 2 Added","6/8/22"," Measurement 3",1.3297,1.4459,0.1302,160,22.6,25,27.8,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 6 - R1 - 1"," No Dye","6/8/22"," Measurement 1",0.0979,0.0526,0.1226,0,28.46016,25,24.90149,2.07737718743411,2,-0.000967214842926402,2.15475437486822,1.90515757904866,8.04640066727397,8.00359810258594
"8/11/22","MJ Jain"," GC - 6 - R1 - 1"," mCP Added","6/8/22"," Measurement 2",0.573,1.0387,0.1234,80,28.46016,25,24.90149,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 6 - R1 - 1"," mCP 2 Added","6/8/22"," Measurement 3",1.0552,2.0027,0.1238,160,28.46016,25,24.90149,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 6 - R2 - 2"," No Dye","6/8/22"," Measurement 1",0.1401,0.0848,0.1488,0,28.46016,25,24.90149,2.06066330814442,2.01610446137106,-0.000556985584667023,2.10522215491778,1.89233735653159,8.04238427310402,8.00027873736254
"8/11/22","MJ Jain"," GC - 6 - R2 - 2"," mCP Added","6/8/22"," Measurement 2",0.6362,1.0862,0.1685,80,28.46016,25,24.90149,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 6 - R2 - 2"," mCP 2 Added","6/8/22"," Measurement 3",1.1003,2.0172,0.1731,160,28.46016,25,24.90149,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 7 - R1 - G"," No Dye","6/22/22"," Measurement 1",0.1064,0.0554,0.1239,0,29.45756,25,27.71617,2.03177921806398,1.9585310501341,-0.000915602099123408,2.10502738599385,1.86352585128983,8.03327208440809,7.99064195091266
"8/11/22","MJ Jain"," GC - 7 - R1 - G"," mCP Added","6/22/22"," Measurement 2",0.5857,1.0282,0.1249,80,29.45756,25,27.71617,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 7 - R1 - G"," mCP 2 Added","6/22/22"," Measurement 3",1.0708,1.9779,0.1253,160,29.45756,25,27.71617,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 7 - R2 - E"," No Dye","6/22/22"," Measurement 1",0.1136,0.0594,0.1268,0,29.45756,25,27.71617,2.03135521885522,1.96203054065208,-0.00086655847753918,2.10067989705835,1.86344165013741,8.03316857694734,7.99061978866621
"8/11/22","MJ Jain"," GC - 7 - R2 - E"," mCP Added","6/22/22"," Measurement 2",0.5909,1.0268,0.1289,80,29.45756,25,27.71617,NA,NA,NA,NA,NA,NA,NA
"8/11/22","MJ Jain"," GC - 7 - R2 - E"," mCP 2 Added","6/22/22"," Measurement 3",1.0758,1.9779,0.1292,160,29.45756,25,27.71617,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," TRIS - R1 - G"," No Dye",NA," Measurement 1",0.0501,0.0412,0.1229,0,35,25,25,2.40022421524664,2.31675627240143,-0.00104334928556504,2.48369215809184,2.2017291843769,8.10523290336976,8.06164254437815
"8/12/22","Shea"," TRIS - R1 - G"," mCP Added",NA," Measurement 2",0.493,1.1086,0.1198,80,35,25,25,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," TRIS - R1 - G"," mCP 2 Added",NA," Measurement 3",0.9395,2.1429,0.1199,160,35,25,25,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 8 R1 - 1"," No Dye","6/22/22"," Measurement 1",0.115,0.0513,0.1251,0,29.58466,25,27.67351,1.06903732180042,1.0495867768595,-0.000243131811761397,1.08848786674133,0.981979085819581,7.72516466398758,7.68561044410631
"8/12/22","Shea"," GC - 8 R1 - 1"," mCP Added","6/22/22"," Measurement 2",0.7408,0.7202,0.1266,80,29.58466,25,27.67351,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 8 R1 - 1"," mCP 2 Added","6/22/22"," Measurement 3",1.3705,1.3811,0.1271,160,29.58466,25,27.67351,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 8 R2 - 2"," No Dye","6/22/22"," Measurement 1",0.1462,0.0775,0.1462,0,29.58466,25,27.67351,1.07606894265827,1.05569823434992,-0.000254633853854377,1.09643965096662,0.988375690867491,7.72822584078592,7.68862702067369
"8/12/22","Shea"," GC - 8 R2 - 2"," mCP Added","6/22/22"," Measurement 2",0.7493,0.7265,0.1459,80,29.58466,25,27.67351,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 8 R2 - 2"," mCP 2 Added","6/22/22"," Measurement 3",1.3707,1.3826,0.1443,160,29.58466,25,27.67351,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 9 R1 - 3"," No Dye","6/22/22"," Measurement 1",0.1166,0.0519,0.125,0,29.8502,25,27.76434,0.815985684461676,0.807784431137724,-0.000102515666549398,0.824186937785628,0.750057421544133,7.59943983794882,7.56072615579381
"8/12/22","Shea"," GC - 9 R1 - 3"," mCP Added","6/22/22"," Measurement 2",0.7875,0.5994,0.1253,80,29.8502,25,27.76434,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 9 R1 - 3"," mCP 2 Added","6/22/22"," Measurement 3",1.4559,1.1394,0.1257,160,29.8502,25,27.76434,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 9 R2 - C"," No Dye","6/22/22"," Measurement 1",0.1215,0.0564,0.1285,0,29.8502,25,27.76434,0.819419237749546,0.811754176610979,-9.58132642320964e-05,0.827084298888114,0.753258774737053,7.6013729192155,7.56268021341677
"8/12/22","Shea"," GC - 9 R2 - C"," mCP Added","6/22/22"," Measurement 2",0.783,0.5985,0.1288,80,29.8502,25,27.76434,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 9 R2 - C"," mCP 2 Added","6/22/22"," Measurement 3",1.4534,1.1427,0.1288,160,29.8502,25,27.76434,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 10 R1 - D"," No Dye","6/22/22"," Measurement 1",0.1183,0.0544,0.1272,0,29.80176,25,29.47808,1.043808318836,1.02077386615921,-0.000287930658459771,1.06684277151278,0.958484940668297,7.7135655099023,7.67391106660164
"8/12/22","Shea"," GC - 10 R1 - D"," mCP Added","6/22/22"," Measurement 2",0.7512,0.715,0.1278,80,29.80176,25,29.47808,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 10 R1 - D"," mCP 2 Added","6/22/22"," Measurement 3",1.3818,1.3587,0.1278,160,29.80176,25,29.47808,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 10 R2 - E"," No Dye","6/22/22"," Measurement 1",0.1328,0.0661,0.1365,0,29.80176,25,29.47808,1.05349453461411,1.02579522076278,-0.000346241423141645,1.08119384846544,0.96702820781263,7.71787252548129,7.67802862771167
"8/12/22","Shea"," GC - 10 R2 - E"," mCP Added","6/22/22"," Measurement 2",0.7401,0.7057,0.14,80,29.80176,25,29.47808,NA,NA,NA,NA,NA,NA,NA
"8/12/22","Shea"," GC - 10 R2 - E"," mCP 2 Added","6/22/22"," Measurement 3",1.3688,1.3507,0.1368,160,29.80176,25,29.47808,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 11 - R1 - 1"," No Dye","6/22/22"," Measurement 1",0.1101,0.0549,0.1228,0,29.79812,25,29.69318,1.58466394355737,1.54059985369422,-0.00055080112328938,1.62872803342052,1.45443552765814,7.91115036123573,7.87001019621059
"8/12/22","MJ Jain"," GC - 11 - R1 - 1"," mCP Added","6/22/22"," Measurement 2",0.6493,0.909,0.1234,80,29.79812,25,29.69318,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 11 - R1 - 1"," mCP 2 Added","6/22/22"," Measurement 3",1.1968,1.7521,0.1241,160,29.79812,25,29.69318,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 11 - R2 - 2"," No Dye","6/22/22"," Measurement 1",0.1208,0.0618,0.1281,0,29.79812,25,29.69318,1.59156534954407,1.54973304330631,-0.000522903827972048,1.63339765578184,1.46096011593063,7.91324432069491,7.87214931394597
"8/12/22","MJ Jain"," GC - 11 - R2 - 2"," mCP Added","6/22/22"," Measurement 2",0.6509,0.9033,0.1318,80,29.79812,25,29.69318,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 11 - R2 - 2"," mCP 2 Added","6/22/22"," Measurement 3",1.1561,1.6865,0.1313,160,29.79812,25,29.69318,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 12 - R1 - 3"," No Dye","6/22/22"," Measurement 1",0.104,0.0565,0.1241,0,29.24014,25,29.27945,4.19211514392991,3.75323149236193,-0.0054860456445998,4.6309987954979,3.82347509109224,8.41827377302372,8.36560914524836
"8/12/22","MJ Jain"," GC - 12 - R1 - 3"," mCP Added","6/22/22"," Measurement 2",0.4244,1.3971,0.1249,80,29.24014,25,29.27945,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 12 - R1 - 3"," mCP 2 Added","6/22/22"," Measurement 3",0.765,2.6749,0.1251,160,29.24014,25,29.27945,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 12 - R2 - C"," No Dye","6/22/22"," Measurement 1",0.1235,0.0716,0.1359,0,29.24014,25,29.27945,4.15101674641148,3.90027137042062,-0.00313431719988574,4.40176212240234,3.79991662487412,8.41256263299891,8.36212587145963
"8/12/22","MJ Jain"," GC - 12 - R2 - C"," mCP Added","6/22/22"," Measurement 2",0.4627,1.4645,0.1407,80,29.24014,25,29.27945,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 12 - R2 - C"," mCP 2 Added","6/22/22"," Measurement 3",0.7555,2.6123,0.1387,160,29.24014,25,29.27945,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 13 - R1 - D"," No Dye","7/4/22"," Measurement 1",0.0967,0.0526,0.1201,0,29.90926,25,21.19725,2.79810034096444,2.63356245555819,-0.00205672356757817,2.96263822637069,2.56154967636804,8.19502420697841,8.14923372068578
"8/12/22","MJ Jain"," GC - 13 - R1 - D"," mCP Added","7/4/22"," Measurement 2",0.5071,1.2013,0.1199,80,29.90926,25,21.19725,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 13 - R1 - D"," mCP 2 Added","7/4/22"," Measurement 3",0.9306,2.314,0.1215,160,29.90926,25,21.19725,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 13 - R2 - E"," No Dye","7/4/22"," Measurement 1",0.1054,0.0594,0.1252,0,29.90926,25,21.19725,2.74448615673393,2.64603773584906,-0.00123060526106088,2.8429345776188,2.51732158085269,8.18492858615646,8.14029199756624
"8/12/22","MJ Jain"," GC - 13 - R2 - E"," mCP Added","7/4/22"," Measurement 2",0.5358,1.2333,0.1294,80,29.90926,25,21.19725,NA,NA,NA,NA,NA,NA,NA
"8/12/22","MJ Jain"," GC - 13 - R2 - E"," mCP 2 Added","7/4/22"," Measurement 3",0.9338,2.2856,0.1299,160,29.90926,25,21.19725,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 14 - R1 - 1"," No Dye","7/4/22"," Measurement 1",0.1072,0.0496,0.1207,0,29.99855,25,21.33873,1.32663788248545,1.2981324278438,-0.000356318183020597,1.3551433371271,1.21826423193127,7.82581873120127,7.78555356142118
"8/13/22","Mj Jain"," GC - 14 - R1 - 1"," mCP Added","7/4/22"," Measurement 2",0.64,0.7564,0.1208,80,29.99855,25,21.33873,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 14 - R1 - 1"," mCP 2 Added","7/4/22"," Measurement 3",1.2295,1.5215,0.1213,160,29.99855,25,21.33873,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 14 - R2 - 2"," No Dye","7/4/22"," Measurement 1",0.1084,0.0505,0.1217,0,29.99855,25,21.33873,1.32651196784213,1.30634057971015,-0.000252142351649856,1.34668335597412,1.21880405695197,7.82577373499479,7.78576220539613
"8/13/22","Mj Jain"," GC - 14 - R2 - 2"," mCP Added","7/4/22"," Measurement 2",0.6568,0.7776,0.1228,80,29.99855,25,21.33873,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 14 - R2 - 2"," mCP 2 Added","7/4/22"," Measurement 3",1.2094,1.4993,0.1234,160,29.99855,25,21.33873,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 15 - R1 - 3"," No Dye","7/4/22"," Measurement 1",0.1185,0.0543,0.1232,0,30.49422,25,21.33836,0.702471075560634,0.699205776173285,-4.08162423418595e-05,0.705736374947983,0.646014459343168,7.52933331976057,7.4910393813231
"8/13/22","Mj Jain"," GC - 15 - R1 - 3"," mCP Added","7/4/22"," Measurement 2",0.8183,0.5458,0.1229,80,30.49422,25,21.33836,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 15 - R1 - 3"," mCP 2 Added","7/4/22"," Measurement 3",1.5109,1.0301,0.123,160,30.49422,25,21.33836,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 15 - R2 - C"," No Dye","7/4/22"," Measurement 1",0.1191,0.0559,0.1242,0,30.49422,25,21.33836,0.708829819737244,0.707230683242812,-1.99892061803978e-05,0.710428956231676,0.651996636754343,7.53345827634211,7.49524749802188
"8/13/22","Mj Jain"," GC - 15 - R2 - C"," mCP Added","7/4/22"," Measurement 2",0.776,0.5222,0.1265,80,30.49422,25,21.33836,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 15 - R2 - C"," mCP 2 Added","7/4/22"," Measurement 3",1.4355,0.988833333,0.127233333,160,30.49422,25,21.33836,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 16 - R1 - D"," No Dye","7/4/22"," Measurement 1",0.1146,0.0511,0.1204,0,30.53755,25,21.86476,0.592011412268188,0.592456561661252,5.56436741329195e-06,0.591566262875125,0.544685847704658,7.45114828293086,7.41324387862874
"8/13/22","Mj Jain"," GC - 16 - R1 - D"," mCP Added","7/4/22"," Measurement 2",0.8162,0.4667,0.121,80,30.53755,25,21.86476,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 16 - R1 - D"," mCP 2 Added","7/4/22"," Measurement 3",1.5243,0.8863,0.1212,160,30.53755,25,21.86476,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 16 - R2 - E"," No Dye","7/4/22"," Measurement 1",0.1239,0.0574,0.1251,0,30.53755,25,21.86476,0.595660749506903,0.596850393700788,1.4870552423555e-05,0.594471105313019,0.54810235245751,7.45394704744224,7.41608612274194
"8/13/22","Mj Jain"," GC - 16 - R2 - E"," mCP Added","7/4/22"," Measurement 2",0.8359,0.4824,0.1273,80,30.53755,25,21.86476,NA,NA,NA,NA,NA,NA,NA
"8/13/22","Mj Jain"," GC - 16 - R2 - E"," mCP 2 Added","7/4/22"," Measurement 3",1.5348,0.8997,0.1277,160,30.53755,25,21.86476,NA,NA,NA,NA,NA,NA,NA
"8/14/22","MJ Jain"," GC - 17 - R1 - 1"," No Dye","7/4/22"," Measurement 1",0.1176,0.0554,0.1231,0,30.55415,25,23.19376,0.759397352001217,0.756608256608257,-3.48636924120102e-05,0.762186447394178,0.698424554241339,7.56491953057921,7.52656304301845
"8/14/22","MJ Jain"," GC - 17 - R1 - 1"," mCP Added","7/4/22"," Measurement 2",0.7747,0.5544,0.1231,80,30.55415,25,23.19376,NA,NA,NA,NA,NA,NA,NA
"8/14/22","MJ Jain"," GC - 17 - R1 - 1"," mCP 2 Added","7/4/22"," Measurement 3",1.4492,1.065,0.1242,160,30.55415,25,23.19376,NA,NA,NA,NA,NA,NA,NA
"8/14/22","MJ Jain"," GC - 17 - R2 - 2"," No Dye","7/4/22"," Measurement 1",0.1202,0.0575,0.1246,0,30.55415,25,23.19376,0.763287830380482,0.75969335102462,-4.49309919482726e-05,0.766882309736344,0.701939989223924,7.56726516281028,7.52886071837646
"8/14/22","MJ Jain"," GC - 17 - R2 - 2"," mCP Added","7/4/22"," Measurement 2",0.8099,0.5842,0.1257,80,30.55415,25,23.19376,NA,NA,NA,NA,NA,NA,NA
"8/14/22","MJ Jain"," GC - 17 - R2 - 2"," mCP 2 Added","7/4/22"," Measurement 3",1.4882,1.0995,0.1257,160,30.55415,25,23.19376,NA,NA,NA,NA,NA,NA,NA
"8/14/22","Mj Jain"," GC - 18 - R3 - G"," No Dye","7/4/22"," Measurement 1",0.1234,0.0671,0.1323,0,29.97271,25,23.52028,2.22359574929516,2.15936952714536,-0.000802827776872564,2.28782197144497,2.04071280473413,8.07721127537783,8.03436167081171
"8/14/22","Mj Jain"," GC - 18 - R3 - G"," mCP Added","7/4/22"," Measurement 2",0.587,1.0949,0.1348,80,29.97271,25,23.52028,NA,NA,NA,NA,NA,NA,NA
"8/14/22","Mj Jain"," GC - 18 - R3 - G"," mCP 2 Added","7/4/22"," Measurement 3",1.0444,2.0819,0.1354,160,29.97271,25,23.52028,NA,NA,NA,NA,NA,NA,NA
"8/14/22","MJ Jain"," GC - 18 - R2 - C"," No Dye","7/4/22"," Measurement 1",0.1129,0.0596,0.1262,0,29.97271,25,23.52028,2.2529132498921,2.16080617495712,-0.00115133843668731,2.34502032482709,2.06551913315546,8.08379830036758,8.04036254689743
"8/14/22","MJ Jain"," GC - 18 - R2 - C"," mCP Added","7/4/22"," Measurement 2",0.581,1.1083,0.1309,80,29.97271,25,23.52028,NA,NA,NA,NA,NA,NA,NA
"8/14/22","MJ Jain"," GC - 18 - R2 - C"," mCP 2 Added","7/4/22"," Measurement 3",1.0476,2.1163,0.1311,160,29.97271,25,23.52028,NA,NA,NA,NA,NA,NA,NA
